ID_Cliente,Cancelado,Genero,Adulto_Mayor,En_Pareja,Personas_a_Cargo,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Respaldo_Nube,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargo_Mensual,Cargo_Total,cuentas_diarias
0277-ORXQS,0,Male,0,1,1,66,0,0,DSL,No,No,0,1,1,1,Two year,0,Bank transfer (automatic),50.55,3364.55,66.55885262116716
0278-YXOOG,1,Male,0,0,0,5,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,21.05,113.85,5.40855106888361
0280-XJGEX,1,Male,0,0,0,49,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Bank transfer (automatic),103.7,5036.3,48.56605593056895
0281-CNTZX,0,Male,0,1,0,63,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),19.95,1234.8,61.89473684210526
0282-NVSJS,0,Female,1,1,1,12,0,0,DSL,No,No,0,1,0,0,Month-to-month,1,Mailed check,29.3,355.9,12.146757679180887
0285-INHLN,0,Male,0,1,1,27,1,0,DSL,Yes,Yes,0,0,0,0,Month-to-month,1,Credit card (automatic),54.75,1510.3,27.585388127853882
0289-IVARM,0,Female,0,0,0,35,1,0,DSL,Yes,Yes,1,0,0,0,Month-to-month,0,Electronic check,60.55,1982.6,32.74318744838976
0292-WEGCH,0,Female,0,1,1,54,1,1,DSL,No,Yes,1,1,1,1,Month-to-month,1,Electronic check,86.2,4524.05,52.483178654292345
0295-PPHDO,1,Male,0,0,0,1,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,95.45,95.45,1.0
0295-QVKPB,0,Male,0,0,0,5,1,0,DSL,No,No,1,1,1,0,Month-to-month,1,Credit card (automatic),63.95,318.1,4.974198592650509
0297-RBCSG,0,Male,0,0,0,19,1,0,DSL,No,Yes,0,1,0,1,One year,1,Bank transfer (automatic),65.35,1231.85,18.850038255547055
0298-XACET,0,Male,0,1,1,52,0,0,DSL,No,Yes,1,1,1,0,Two year,0,Mailed check,50.2,2554.0,50.87649402390438
0301-FIDRB,0,Female,0,1,1,72,0,0,DSL,Yes,Yes,1,1,1,1,Two year,1,Bank transfer (automatic),63.8,4684.3,73.42163009404389
0301-KOBTQ,0,Male,0,0,0,32,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),20.05,614.45,30.645885286783045
0302-JOIVN,1,Female,0,1,0,8,1,0,Fiber optic,No,Yes,1,0,1,1,Month-to-month,0,Electronic check,101.15,842.9,8.333168561542264
0303-UNCIP,0,Male,0,0,0,41,1,1,DSL,No,No,1,0,0,1,One year,0,Mailed check,65.0,2531.8,38.95076923076923
0303-WMMRN,0,Male,0,0,0,5,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.25,86.05,4.47012987012987
0305-SQECB,0,Female,0,0,1,11,0,0,DSL,Yes,No,0,1,0,0,One year,1,Mailed check,36.05,402.6,11.167822468793345
0306-JAELE,1,Male,0,0,0,5,1,0,Fiber optic,No,No,0,1,1,1,Month-to-month,1,Electronic check,96.1,453.4,4.718002081165452
0307-BCOPK,0,Female,0,0,0,16,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,19.05,326.65,17.146981627296586
0308-GIQJT,0,Male,1,0,0,71,1,1,Fiber optic,No,Yes,0,1,1,1,One year,0,Bank transfer (automatic),105.75,7382.85,69.81418439716312
0308-IVGOK,0,Female,0,0,0,11,0,0,DSL,No,Yes,1,1,0,0,One year,1,Credit card (automatic),40.4,422.6,10.460396039603962
0310-MVLET,1,Female,0,1,1,61,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,99.15,6010.05,60.61573373676248
0310-SUCIN,0,Female,0,1,0,71,1,0,DSL,Yes,Yes,1,1,1,1,One year,1,Bank transfer (automatic),84.8,6046.1,71.29834905660378
0310-VQXAM,0,Male,0,0,0,9,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.85,178.8,9.007556675062972
0311-QYWSS,0,Female,0,0,0,6,1,0,DSL,Yes,No,0,0,0,0,Month-to-month,1,Electronic check,49.45,314.6,6.361981799797776
0311-UNPFF,1,Female,0,0,0,26,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Bank transfer (automatic),88.8,2274.35,25.61204954954955
0314-TKOSI,0,Female,0,0,0,6,1,0,DSL,Yes,Yes,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,5.85494106980961
0315-LVCRK,0,Male,0,0,0,11,1,0,Fiber optic,No,No,1,0,0,1,Month-to-month,0,Electronic check,84.8,888.75,10.48054245283019
0318-QUUOB,1,Male,0,1,0,1,1,0,Fiber optic,No,No,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,1.0
0318-ZOPWS,0,Female,0,1,0,49,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),20.15,973.35,48.30521091811415
0319-QZTCO,0,Female,0,1,1,3,1,0,DSL,No,Yes,0,0,1,0,Month-to-month,1,Credit card (automatic),58.7,168.6,2.8722316865417374
0320-DWVTU,0,Female,0,0,0,53,1,0,Fiber optic,Yes,Yes,1,1,0,1,Two year,0,Mailed check,99.5,5424.25,54.515075376884425
0320-JDNQG,1,Male,0,1,1,23,1,0,Fiber optic,Yes,No,0,1,1,1,Month-to-month,1,Electronic check,99.85,2331.3,23.348022033049578
0322-CHQRU,1,Male,0,0,0,2,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Electronic check,45.35,89.5,1.9735391400220506
0322-YINQP,1,Male,0,0,0,1,1,0,DSL,Yes,No,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,1.0
0323-XWWTN,0,Male,0,0,1,3,1,1,No,No,No,0,0,0,0,Two year,1,Mailed check,26.4,121.25,4.59280303030303
0324-BRPCJ,1,Female,1,1,0,68,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Electronic check,100.2,6851.65,68.37974051896207
0325-XBFAC,1,Male,0,0,0,8,1,0,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,94.7,740.3,7.817317845828933
0326-VDYXE,0,Female,0,1,0,70,1,1,Fiber optic,No,No,1,0,1,1,One year,1,Electronic check,97.65,6982.5,71.50537634408602
0327-WFZSY,0,Male,0,1,1,39,1,1,Fiber optic,No,No,1,0,1,1,One year,0,Electronic check,100.0,3835.55,38.3555
0328-GRPMV,1,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,70.1,70.1,1.0
0328-IBUPK,0,Female,0,1,1,51,0,0,DSL,Yes,No,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782.0,52.10526315789473
0329-GTIAJ,1,Female,0,0,0,3,1,0,Fiber optic,No,Yes,0,1,1,1,Month-to-month,1,Electronic check,97.9,315.3,3.2206332992849847
0330-BGYZE,0,Male,0,1,0,60,1,1,Fiber optic,No,Yes,1,0,1,1,One year,0,Bank transfer (automatic),102.5,6157.6,60.07414634146342
0330-IVZHA,1,Female,0,1,0,5,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Electronic check,69.95,330.15,4.7197998570407425
0334-GDDSO,1,Male,1,0,0,3,1,1,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Electronic check,81.35,233.7,2.8727719729563614
0334-ZFJSR,0,Female,0,1,0,55,1,1,DSL,Yes,Yes,0,1,0,0,One year,1,Credit card (automatic),66.05,3462.1,52.41635124905375
0336-KXKFK,0,Male,0,0,0,72,0,0,DSL,Yes,No,1,1,1,1,Two year,1,Credit card (automatic),61.2,4390.25,71.73611111111111
0336-PIKEI,0,Male,1,1,0,72,1,0,DSL,Yes,Yes,1,1,1,0,Two year,0,Bank transfer (automatic),74.4,5360.75,72.05309139784946
0337-CNPZE,1,Female,0,0,0,41,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Electronic check,106.3,4443.45,41.80103480714958
0343-QLUZP,0,Male,0,0,0,60,0,0,DSL,Yes,Yes,1,0,0,0,Two year,0,Bank transfer (automatic),39.6,2424.5,61.224747474747474
0345-HKJVM,1,Female,0,0,0,6,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,0,Electronic check,89.3,577.6,6.468085106382979
0345-XMMUG,0,Female,0,1,0,46,1,1,Fiber optic,No,Yes,1,1,1,1,Two year,1,Credit card (automatic),108.9,4854.3,44.57575757575758
0347-UBKUZ,0,Female,0,0,0,15,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.9,320.45,16.103015075376884
0348-SDKOL,1,Female,0,1,0,58,1,1,Fiber optic,No,No,1,1,1,1,Month-to-month,1,Credit card (automatic),102.1,5885.4,57.643486777668954
0354-VXMJC,0,Male,0,1,1,23,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),19.6,426.65,21.76785714285714
0354-WYROK,1,Female,1,1,1,31,1,0,Fiber optic,No,No,1,1,1,1,Month-to-month,1,Electronic check,98.9,2911.3,29.43680485338726
0356-ERHVT,0,Male,0,1,0,11,1,0,DSL,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.9,521.9,11.37037037037037
0356-OBMAC,0,Female,1,0,0,56,1,1,Fiber optic,No,Yes,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,5706.3,57.12012012012012
0357-NVCRI,0,Female,0,0,1,25,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,471.7,23.526184538653364
0361-HJRDX,0,Female,0,0,0,68,0,0,DSL,Yes,Yes,1,1,1,1,Two year,0,Credit card (automatic),64.35,4539.6,70.54545454545456
0362-RAOQO,0,Female,0,0,0,40,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),19.65,830.25,42.25190839694657
0362-ZBZWJ,1,Male,0,0,0,36,1,1,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,84.9,3067.2,36.127208480565365
0363-QJVFX,1,Male,0,0,0,32,1,1,Fiber optic,Yes,Yes,0,1,1,1,Month-to-month,1,Credit card (automatic),108.15,3432.9,31.742024965325935
0363-SVHYR,0,Male,0,1,1,71,1,1,DSL,Yes,Yes,1,1,1,1,Two year,0,Bank transfer (automatic),86.85,6263.8,72.12204951065056
0365-BZUWY,0,Male,0,1,0,17,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Electronic check,102.55,1742.5,16.991711360312042
0365-GXEZS,0,Male,0,1,0,18,1,0,Fiber optic,No,No,1,1,0,0,Month-to-month,0,Electronic check,78.2,1468.75,18.781969309462916
0365-TRTPY,0,Female,0,0,0,37,1,1,Fiber optic,Yes,Yes,1,0,0,0,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,37.08662280701755
0366-NQSHS,0,Male,0,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.35,46.35,2.395348837209302
0369-ZGOVK,0,Female,0,1,1,28,1,0,Fiber optic,No,No,0,0,0,0,One year,1,Bank transfer (automatic),70.4,1992.2,28.298295454545453
0373-AIVNJ,0,Male,0,0,0,9,0,0,DSL,Yes,Yes,1,0,0,0,One year,0,Mailed check,39.55,373.0,9.43109987357775
0374-AACSZ,0,Female,0,0,0,1,1,0,DSL,Yes,No,0,0,0,0,Month-to-month,0,Electronic check,50.15,50.15,1.0
0374-FIUCA,0,Male,0,1,0,65,1,0,No,No,No,0,0,0,0,Two year,1,Credit card (automatic),20.4,1414.45,69.3357843137255
0374-IOEGQ,0,Female,0,0,0,3,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Electronic check,44.6,122.7,2.7511210762331837
0375-HVGXO,1,Female,0,0,0,1,0,0,DSL,No,No,0,0,1,0,Month-to-month,1,Electronic check,34.7,34.7,1.0
0376-OIWME,0,Male,0,1,0,36,1,0,Fiber optic,Yes,No,0,0,1,1,Month-to-month,1,Electronic check,93.6,3366.05,35.962072649572654
0376-YMCJC,1,Male,0,0,0,23,1,1,Fiber optic,No,No,0,1,1,0,Month-to-month,1,Electronic check,90.6,1943.2,21.44812362030905
0377-JBKKT,0,Male,0,1,1,22,1,0,DSL,Yes,Yes,0,1,0,0,Month-to-month,1,Mailed check,57.95,1271.8,21.946505608283
0378-CJKPV,0,Female,0,1,0,72,1,1,Fiber optic,Yes,Yes,1,1,1,1,Two year,0,Credit card (automatic),112.1,7965.95,71.06110615521855
0378-NHQXU,1,Female,0,1,1,17,1,1,Fiber optic,No,No,1,0,1,0,Month-to-month,0,Electronic check,88.25,1460.65,16.551274787535412
0378-TOVMS,1,Female,0,0,0,3,1,0,Fiber optic,No,No,0,1,0,1,Month-to-month,0,Electronic check,85.8,272.2,3.1724941724941726
0378-XSZPU,1,Male,0,1,0,58,1,0,DSL,Yes,Yes,1,0,0,0,One year,0,Credit card (automatic),60.3,3563.8,59.101160862354895
0379-DJQHR,0,Male,0,1,1,67,1,0,DSL,Yes,Yes,1,0,1,1,Two year,0,Credit card (automatic),81.35,5398.6,66.36263060848188
0380-NEAVX,0,Male,1,0,0,34,1,0,Fiber optic,No,Yes,1,0,1,1,One year,1,Electronic check,99.85,3343.15,33.481722583875815
0380-ZCSBI,0,Male,0,0,0,10,1,0,No,No,No,0,0,0,0,Month-to-month,0,Credit card (automatic),20.0,198.7,9.934999999999999
0383-CLDDA,0,Female,0,0,0,69,1,1,DSL,Yes,No,1,1,1,1,Two year,1,Credit card (automatic),85.35,5897.4,69.09666080843586
0384-LPITE,0,Male,0,0,0,40,0,0,DSL,Yes,Yes,1,0,1,1,One year,0,Credit card (automatic),62.05,2511.55,40.47622884770347
0384-RVBPI,0,Male,0,0,0,20,1,0,DSL,Yes,No,1,0,0,1,Month-to-month,0,Credit card (automatic),64.4,1398.6,21.717391304347824
0386-CWRGM,0,Female,0,1,1,46,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.4,967.85,49.889175257731964
0388-EOPEX,1,Female,0,1,0,2,1,0,Fiber optic,Yes,No,0,0,0,0,Month-to-month,1,Electronic check,74.4,139.4,1.8736559139784945
0390-DCFDQ,1,Female,1,1,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Mailed check,70.45,70.45,1.0
0392-BZIUW,0,Female,0,1,0,72,1,1,Fiber optic,Yes,No,1,0,1,1,Two year,1,Credit card (automatic),105.0,7589.8,72.28380952380952
0394-YONDK,0,Male,0,1,1,70,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),25.15,1790.15,71.17892644135189
0396-HUJBP,0,Female,0,0,0,2,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,19.3,44.4,2.3005181347150256
0396-UKGAI,0,Male,0,0,1,23,1,0,DSL,No,Yes,0,1,0,0,Month-to-month,1,Bank transfer (automatic),55.3,1284.2,23.22242314647378
0396-YCHWO,0,Male,0,1,0,36,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Electronic check,95.4,3474.2,36.41719077568134
0397-GZBBC,1,Male,1,1,0,59,1,1,Fiber optic,No,No,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.85,5574.75,59.40063931806074
0397-ZXWQF,0,Male,0,0,0,67,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),20.5,1430.95,69.80243902439025
0401-WDBXM,0,Male,0,1,1,72,1,1,Fiber optic,Yes,No,1,0,1,1,Two year,1,Bank transfer (automatic),105.55,7542.25,71.45665561345334
0402-CQAJN,1,Female,0,0,0,37,1,1,Fiber optic,No,Yes,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.9,3545.35,34.792443572129535
0402-OAMEN,0,Female,0,1,1,72,1,1,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),24.45,1709.1,69.90184049079754
0404-AHASP,0,Male,0,1,0,72,1,0,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),19.7,1421.9,72.17766497461929
0404-SWRVG,1,Male,0,0,0,3,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,74.4,229.55,3.0853494623655915
0406-BPDVR,1,Female,1,1,0,54,1,1,Fiber optic,No,Yes,0,0,1,1,One year,1,Credit card (automatic),101.5,5373.1,52.936945812807885
0407-BDJKB,1,Male,0,1,0,60,1,1,Fiber optic,No,Yes,1,0,1,0,Month-to-month,1,Electronic check,95.75,5742.9,59.97806788511749
0409-WTMPL,0,Female,0,1,0,58,1,1,Fiber optic,Yes,Yes,1,0,1,1,One year,1,Credit card (automatic),110.65,6526.65,58.98463624039764
0410-IPFTY,0,Female,0,1,0,31,1,0,Fiber optic,No,Yes,0,0,0,1,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,31.892069171138942
0411-EZJZE,0,Female,0,0,0,3,1,1,DSL,No,No,0,0,1,0,Month-to-month,1,Electronic check,60.25,170.5,2.8298755186721993
0412-UCCNP,0,Male,0,0,0,55,1,0,DSL,Yes,No,1,1,0,0,Two year,1,Electronic check,59.2,3175.85,53.64611486486486
0415-MOSGF,1,Female,0,0,0,1,1,0,DSL,No,No,0,0,0,0,Month-to-month,0,Mailed check,44.4,44.4,1.0
0419-YAAPX,0,Male,0,1,0,49,1,0,Fiber optic,No,Yes,0,0,1,0,Month-to-month,1,Credit card (automatic),85.3,4297.95,50.3862837045721
0420-BWTPW,1,Male,0,0,1,8,0,0,DSL,No,No,0,0,0,0,Month-to-month,0,Mailed check,25.5,215.2,8.43921568627451
0420-HLGXF,0,Female,1,0,0,39,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,99.75,4036.0,40.46115288220551
0420-TXVSG,0,Male,0,1,0,66,1,1,DSL,Yes,Yes,1,0,0,0,Two year,1,Credit card (automatic),66.1,4428.45,66.99621785173979
0422-OHQHQ,0,Female,0,1,1,15,1,0,No,No,No,0,0,0,0,One year,0,Mailed check,20.55,295.95,14.401459854014597
0422-UXFAP,0,Female,0,1,0,51,1,1,Fiber optic,No,No,1,0,1,1,One year,1,Electronic check,98.85,4947.55,50.051087506322716
0423-UDIJQ,0,Male,1,0,0,9,1,0,DSL,No,No,0,1,0,0,Month-to-month,0,Mailed check,49.2,447.9,9.103658536585366
0426-TIRNE,1,Female,0,0,0,1,1,0,No,No,No,0,0,0,0,Month-to-month,0,Mailed check,20.9,20.9,1.0
0428-AXXLJ,0,Male,0,0,0,25,1,0,No,No,No,0,0,0,0,One year,1,Bank transfer (automatic),19.5,516.3,26.476923076923075
0428-IKYCP,0,Male,0,1,0,22,1,0,Fiber optic,No,No,1,0,1,0,Month-to-month,1,Bank transfer (automatic),87.0,1850.65,21.27183908045977
0430-IHCDJ,0,Male,0,0,0,15,1,1,DSL,No,No,0,0,0,0,Month-to-month,1,Electronic check,49.0,749.25,15.290816326530612
0431-APWVY,1,Female,0,1,1,28,1,0,Fiber optic,No,No,0,0,1,1,One year,1,Bank transfer (automatic),90.1,2598.95,28.845172031076583
0432-CAJZV,0,Male,0,0,0,3,1,0,Fiber optic,No,No,0,0,1,1,Month-to-month,0,Mailed check,90.7,237.65,2.6201764057331864
0434-CSFON,0,Female,0,1,0,47,1,1,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,100.5,4707.1,46.83681592039802
0436-TWFFZ,0,Female,0,0,0,67,1,1,DSL,Yes,No,1,1,1,1,Two year,1,Mailed check,85.25,5714.2,67.02873900293255
0439-IFYUN,0,Female,1,0,0,18,1,0,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Electronic check,74.7,1294.6,17.33065595716198
0440-EKDCF,0,Male,0,1,0,62,1,0,DSL,No,Yes,1,1,0,0,Two year,1,Credit card (automatic),60.15,3753.2,62.39733998337489
0440-MOGPM,0,Female,0,0,0,41,1,1,DSL,No,Yes,1,0,1,1,One year,1,Electronic check,80.55,3263.9,40.52017380509001
0440-QEXBZ,0,Female,0,0,0,44,1,1,DSL,No,No,0,0,0,0,Month-to-month,1,Mailed check,50.15,2139.1,42.65403788634098
0440-UEDAI,0,Female,0,0,0,53,1,0,Fiber optic,No,Yes,1,1,0,1,One year,1,Credit card (automatic),94.45,5042.75,53.390682901005825
0442-TDYUO,0,Male,0,1,0,48,1,0,No,No,No,0,0,0,0,Two year,1,Mailed check,20.05,1036.0,51.67082294264339
0442-ZXKVS,0,Female,1,1,0,54,1,1,Fiber optic,Yes,Yes,1,1,1,1,One year,1,Bank transfer (automatic),115.6,6431.05,55.63192041522492
0447-BEMNG,1,Female,0,1,0,48,0,0,DSL,Yes,No,1,0,0,1,Month-to-month,1,Bank transfer (automatic),45.3,2145.0,47.35099337748345
0447-RXSGD,0,Male,0,0,0,24,1,1,Fiber optic,No,Yes,0,0,1,1,Month-to-month,1,Bank transfer (automatic),99.65,2404.85,24.132965378825887
0448-YZNZE,0,Male,1,1,0,27,1,1,Fiber optic,No,Yes,1,0,0,1,Month-to-month,1,Electronic check,95.55,2510.2,26.27106227106227
0454-OKRCT,0,Male,0,0,0,33,1,0,Fiber optic,No,Yes,0,1,0,0,Two year,0,Bank transfer (automatic),80.6,2651.1,32.892059553349874
0455-ENTCR,0,Male,0,1,0,66,1,1,DSL,Yes,Yes,0,1,1,1,Two year,0,Electronic check,85.25,5538.35,64.96598240469208
0455-XFASS,0,Female,0,1,1,3,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.55,200.2,2.878504672897196
0458-HEUZG,0,Female,0,0,0,13,0,0,DSL,No,No,1,1,0,0,Two year,0,Mailed check,35.4,450.4,12.72316384180791
0459-SPZHJ,0,Male,0,1,1,63,1,1,DSL,Yes,Yes,1,0,1,1,Two year,0,Credit card (automatic),83.5,5435.0,65.08982035928143
0461-CVKMU,1,Female,0,1,1,23,1,0,Fiber optic,No,Yes,1,1,0,0,Month-to-month,0,Electronic check,83.8,1900.25,22.67601431980907
0463-TXOAK,0,Male,0,0,1,52,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),25.6,1334.5,52.12890625
0463-WZZKO,0,Male,0,0,0,3,1,0,No,No,No,0,0,0,0,Month-to-month,1,Credit card (automatic),20.75,67.1,3.233734939759036
0463-ZSDNT,0,Male,0,0,0,10,1,0,DSL,No,No,0,0,0,1,Month-to-month,1,Bank transfer (automatic),56.75,503.25,8.86784140969163
0464-WJTKO,0,Female,0,1,1,72,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),20.1,1460.85,72.67910447761193
0468-YRPXN,0,Male,0,0,0,29,1,0,Fiber optic,No,No,1,1,1,1,Month-to-month,1,Credit card (automatic),98.8,2807.1,28.411943319838056
0471-ARVMX,0,Female,1,1,0,62,1,1,Fiber optic,Yes,No,1,0,1,1,One year,1,Electronic check,104.85,6312.9,60.20886981402003
0471-LVHGK,1,Male,0,1,0,41,1,1,DSL,No,No,1,0,1,1,One year,1,Electronic check,73.0,3001.2,41.11232876712329
0475-RIJEP,1,Male,0,0,0,43,1,1,Fiber optic,No,Yes,0,0,0,0,Month-to-month,1,Electronic check,77.85,3365.85,43.23506743737958
0479-HMSWA,0,Female,0,0,1,26,1,0,Fiber optic,No,Yes,1,1,1,1,Two year,1,Electronic check,105.45,2715.3,25.74964438122333
0480-BIXDE,0,Female,0,1,0,19,1,0,Fiber optic,No,No,1,0,1,1,Month-to-month,1,Electronic check,96.8,1743.05,18.006714876033058
0480-KYJVA,0,Female,0,1,1,72,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),24.25,1784.5,73.58762886597938
0481-SUMCB,0,Female,1,0,0,45,1,1,Fiber optic,No,No,1,0,1,1,One year,1,Bank transfer (automatic),102.15,4735.35,46.3568281938326
0484-FFVBJ,0,Male,0,0,0,32,1,0,DSL,No,No,0,0,1,1,One year,1,Bank transfer (automatic),64.85,2010.95,31.009252120277566
0484-JPBRU,0,Male,0,0,0,41,1,1,No,No,No,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.25,996.45,39.46336633663366
0485-ZBSLN,0,Male,0,1,1,65,1,1,No,No,No,0,0,0,0,Two year,0,Credit card (automatic),24.75,1715.1,69.2969696969697
0486-HECZI,1,Male,0,1,0,55,1,1,Fiber optic,Yes,Yes,0,0,1,0,Month-to-month,1,Electronic check,96.75,5238.9,54.14883720930232
0486-LGCCH,0,Male,0,1,1,11,1,0,No,No,No,0,0,0,0,Two year,0,Mailed check,19.65,225.75,11.488549618320612
0487-CRLZF,0,Female,0,0,0,49,1,0,DSL,No,No,1,1,1,1,Two year,1,Bank transfer (automatic),74.45,3721.9,49.99194089993284
0487-RPVUM,0,Male,0,1,0,61,1,1,Fiber optic,Yes,No,1,1,1,0,Month-to-month,0,Bank transfer (automatic),99.4,5943.65,59.79527162977867
0487-VVUVK,0,Male,0,1,1,25,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,19.15,477.6,24.939947780678853
0488-GSLFR,1,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,69.5,69.5,1.0
0489-WMEMG,0,Female,0,0,1,23,1,0,DSL,No,No,0,1,0,0,One year,1,Electronic check,49.45,1119.35,22.635995955510612
0491-KAPQG,0,Male,0,0,0,21,1,1,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,73.7,1558.7,21.149253731343283
0495-RVCBF,1,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,0,1,Month-to-month,1,Electronic check,79.7,79.7,1.0
0495-ZBNGW,1,Male,1,1,0,5,1,1,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.9,343.95,4.304755944931164
0496-AHOOK,0,Male,0,1,0,24,1,0,DSL,Yes,No,0,1,1,1,One year,0,Bank transfer (automatic),74.4,1712.9,23.022849462365592
0504-HHAPI,1,Female,1,0,0,27,1,1,Fiber optic,No,No,1,0,0,1,Month-to-month,0,Credit card (automatic),88.3,2467.75,27.947338618346546
0505-SPOOW,0,Female,0,1,0,70,1,0,No,No,No,0,0,0,0,Two year,0,Bank transfer (automatic),19.8,1397.65,70.58838383838383
0506-LVNGN,1,Female,1,0,0,5,1,0,Fiber optic,No,No,1,0,0,0,Month-to-month,1,Credit card (automatic),75.55,349.65,4.628060886829914
0506-YLVKJ,0,Male,0,1,1,46,1,0,No,No,No,0,0,0,0,Two year,1,Mailed check,20.2,917.45,45.41831683168317
0508-OOLTO,0,Female,0,1,1,2,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Electronic check,71.65,135.75,1.894626657362177
0508-SQWPL,0,Female,0,1,1,57,1,0,No,No,No,0,0,0,0,Two year,1,Bank transfer (automatic),20.1,1087.7,54.114427860696516
0510-EXSMQ,0,Female,0,0,0,9,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Electronic check,69.05,651.5,9.43519188993483
0511-JTEOY,1,Female,0,0,0,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,0,Mailed check,71.1,71.1,1.0
0512-FLFDW,0,Female,1,1,0,60,1,1,Fiber optic,No,No,1,0,1,1,One year,1,Credit card (automatic),100.5,6029.0,59.99004975124378
0513-RBGPE,0,Male,0,1,1,37,1,1,DSL,Yes,No,1,1,0,0,Two year,1,Credit card (automatic),62.8,2278.75,36.285828025477706
0515-YPMCW,1,Male,0,0,1,1,1,0,Fiber optic,No,No,0,0,0,0,Month-to-month,1,Mailed check,70.45,70.45,1.0
0516-OOHAR,0,Male,0,1,1,28,1,0,Fiber optic,No,Yes,1,0,1,1,One year,0,Bank transfer (automatic),100.35,2799.0,27.89237668161435
0516-QREYC,0,Female,1,0,0,24,1,0,No,No,No,0,0,0,0,Month-to-month,1,Mailed check,20.3,459.95,22.657635467980295
